SCN,BU,SBU,GRPPC3,PC,GOP,PTF,value
HYPO34,MARK,EQD,IndustrialGoods,StableEarnings,SustainabilityInitiatives,EquityDerivatives,12
HYPO34,MARK,EQD,Infrastructure,HighGrowth,R&DInvestments,AIandRobotics,66
HYPO34,MARK,EQD,EnergyUtilities,LowRisk,R&DInvestments,EquityDerivatives,15
HYPO34,MARK,CTY,Telecommunications,MarketLeader,GlobalExports,VentureCapital,59
HYPO34,MARK,MGT,ConsumerTech,CashCow,NorthAmerica,FixedIncomeSecurities,8
HYPO34,MARK,CTY,HealthcareSolutions,StableEarnings,LatinAmerica,FixedIncomeSecurities,61
HYPO34,MARK,CTY,ConsumerTech,LegacyProducts,AsiaPacific,VentureCapital,10
HYPO34,MARK,CTY,IndustrialGoods,HighRisk,GlobalExports,EquityDerivatives,97
HYPO34,MARK,EQD,FinancialServices,LowRisk,AsiaPacific,PrivateEquity,39
HYPO34,MARK,MGT,EnergyUtilities,EmergingMarkets,DigitalTransformation,FixedIncomeSecurities,48
HYPO34,MARK,CTY,IndustrialGoods,HighRisk,Africa,AIandRobotics,68
HYPO34,MARK,CTY,Telecommunications,StableEarnings,GlobalExports,GreenEnergy,36
HYPO34,MARK,EQD,FinancialServices,NicheProducts,LatinAmerica,FixedIncomeSecurities,40
HYPO34,MARK,CTY,Infrastructure,NicheProducts,MiddleEast,EquityDerivatives,39
HYPO34,MARK,MGT,HealthcareSolutions,MarketLeader,Africa,RealEstateInvestments,96
HYPO34,MARK,FIC,ConsumerTech,LowRisk,LatinAmerica,VentureCapital,61
HYPO34,MARK,MGT,Telecommunications,CashCow,NorthAmerica,EquityDerivatives,37
HYPO34,MARK,CTY,Pharmaceuticals,LowRisk,R&DInvestments,FixedIncomeSecurities,14
HYPO34,MARK,EQD,Pharmaceuticals,MarketLeader,GlobalExports,RealEstateInvestments,1
HYPO34,MARK,EQD,IndustrialGoods,StableEarnings,SustainabilityInitiatives,GreenEnergy,66
HYPO34,MARK,CTY,FinancialServices,HighGrowth,DigitalTransformation,AIandRobotics,2
HYPO34,MARK,FIC,FinancialServices,LowRisk,Africa,CommoditiesTrading,58
HYPO34,MARK,MGT,Infrastructure,HighGrowth,NorthAmerica,CommoditiesTrading,63
HYPO34,MARK,FIC,Infrastructure,CashCow,SustainabilityInitiatives,Biotechnology,49
HYPO34,MARK,FIC,HealthcareSolutions,InnovationDriven,NorthAmerica,RealEstateInvestments,25
HYPO34,MARK,MGT,MediaEntertainment,StableEarnings,NorthAmerica,EquityDerivatives,4
HYPO34,MARK,CTY,EnergyUtilities,LegacyProducts,Europe,VentureCapital,87
HYPO34,MARK,EQD,IndustrialGoods,StableEarnings,R&DInvestments,RealEstateInvestments,36
HYPO34,MARK,EQD,Infrastructure,CashCow,SustainabilityInitiatives,Biotechnology,67
HYPO34,MARK,FIC,Infrastructure,MarketLeader,LatinAmerica,ConsumerRetail,75
HYPO34,MARK,EQD,Infrastructure,HighGrowth,GlobalExports,PrivateEquity,48
HYPO34,MARK,CTY,Infrastructure,CashCow,Europe,ConsumerRetail,42
HYPO34,MARK,CTY,EnergyUtilities,InnovationDriven,LatinAmerica,PrivateEquity,98
HYPO34,MARK,FIC,Automotive,MarketLeader,LatinAmerica,Biotechnology,74
HYPO34,MARK,FIC,IndustrialGoods,EmergingMarkets,GlobalExports,EquityDerivatives,85
HYPO34,MARK,EQD,Telecommunications,LowRisk,Africa,RealEstateInvestments,77
HYPO34,MARK,MGT,FinancialServices,MarketLeader,DigitalTransformation,VentureCapital,77
HYPO34,MARK,MGT,Automotive,CashCow,LatinAmerica,VentureCapital,51
HYPO34,MARK,MGT,EnergyUtilities,HighRisk,MiddleEast,Biotechnology,98
HYPO34,MARK,CTY,Automotive,HighGrowth,R&DInvestments,Biotechnology,53
HYPO34,MARK,MGT,Pharmaceuticals,HighRisk,NorthAmerica,RealEstateInvestments,34
HYPO34,MARK,EQD,ConsumerTech,StableEarnings,SustainabilityInitiatives,CommoditiesTrading,57
HYPO34,MARK,CTY,IndustrialGoods,EmergingMarkets,AsiaPacific,VentureCapital,55
HYPO34,MARK,FIC,Pharmaceuticals,CashCow,Europe,PrivateEquity,48
HYPO34,MARK,FIC,IndustrialGoods,NicheProducts,NorthAmerica,FixedIncomeSecurities,49
HYPO34,MARK,EQD,FinancialServices,StableEarnings,SustainabilityInitiatives,RealEstateInvestments,63
HYPO34,MARK,MGT,Telecommunications,HighRisk,NorthAmerica,AIandRobotics,12
HYPO34,MARK,MGT,IndustrialGoods,LowRisk,Africa,PrivateEquity,44
HYPO34,MARK,EQD,Automotive,LowRisk,SustainabilityInitiatives,EquityDerivatives,21
HYPO34,MARK,FIC,ConsumerTech,HighRisk,LatinAmerica,PrivateEquity,14
HYPO34,MARK,EQD,FinancialServices,StableEarnings,LatinAmerica,VentureCapital,8
HYPO34,MARK,CTY,MediaEntertainment,CashCow,DigitalTransformation,PrivateEquity,3
HYPO34,MARK,MGT,FinancialServices,EmergingMarkets,LatinAmerica,PrivateEquity,53
HYPO34,MARK,CTY,HealthcareSolutions,LowRisk,NorthAmerica,ConsumerRetail,9
HYPO34,MARK,FIC,Pharmaceuticals,LowRisk,R&DInvestments,FixedIncomeSecurities,58
HYPO34,MARK,CTY,MediaEntertainment,InnovationDriven,AsiaPacific,GreenEnergy,5
HYPO34,MARK,CTY,Automotive,CashCow,MiddleEast,VentureCapital,73
HYPO34,MARK,EQD,Telecommunications,HighRisk,Africa,Biotechnology,5
HYPO34,MARK,EQD,HealthcareSolutions,HighRisk,LatinAmerica,GreenEnergy,37
HYPO34,MARK,CTY,IndustrialGoods,CashCow,Africa,GreenEnergy,84
HYPO34,MARK,EQD,FinancialServices,NicheProducts,DigitalTransformation,PrivateEquity,68
HYPO34,MARK,FIC,ConsumerTech,HighGrowth,DigitalTransformation,VentureCapital,86
HYPO34,MARK,EQD,EnergyUtilities,LowRisk,Europe,RealEstateInvestments,87
HYPO34,MARK,EQD,IndustrialGoods,StableEarnings,DigitalTransformation,FixedIncomeSecurities,91
HYPO34,MARK,FIC,HealthcareSolutions,EmergingMarkets,NorthAmerica,CommoditiesTrading,55
HYPO34,MARK,MGT,MediaEntertainment,CashCow,GlobalExports,FixedIncomeSecurities,89
HYPO34,MARK,EQD,Telecommunications,CashCow,SustainabilityInitiatives,RealEstateInvestments,5
HYPO34,MARK,MGT,FinancialServices,EmergingMarkets,R&DInvestments,FixedIncomeSecurities,2
HYPO34,MARK,EQD,FinancialServices,InnovationDriven,MiddleEast,GreenEnergy,1
HYPO34,MARK,CTY,Pharmaceuticals,CashCow,Africa,CommoditiesTrading,27
HYPO34,MARK,MGT,Pharmaceuticals,CashCow,MiddleEast,VentureCapital,38
HYPO34,MARK,FIC,Telecommunications,CashCow,DigitalTransformation,VentureCapital,51
HYPO34,MARK,CTY,MediaEntertainment,MarketLeader,LatinAmerica,Biotechnology,9
HYPO34,MARK,MGT,EnergyUtilities,LegacyProducts,AsiaPacific,Biotechnology,76
HYPO34,MARK,EQD,ConsumerTech,HighGrowth,LatinAmerica,ConsumerRetail,3
HYPO34,MARK,EQD,EnergyUtilities,EmergingMarkets,Europe,CommoditiesTrading,43
HYPO34,MARK,EQD,FinancialServices,NicheProducts,DigitalTransformation,RealEstateInvestments,49
HYPO34,MARK,EQD,Infrastructure,MarketLeader,LatinAmerica,AIandRobotics,45
HYPO34,MARK,FIC,HealthcareSolutions,StableEarnings,SustainabilityInitiatives,VentureCapital,36
HYPO34,MARK,MGT,FinancialServices,HighGrowth,LatinAmerica,PrivateEquity,38
HYPO34,MARK,FIC,Infrastructure,LegacyProducts,LatinAmerica,RealEstateInvestments,31
HYPO34,MARK,MGT,HealthcareSolutions,InnovationDriven,DigitalTransformation,Biotechnology,53
HYPO34,MARK,EQD,Infrastructure,StableEarnings,DigitalTransformation,VentureCapital,1
HYPO34,MARK,MGT,Automotive,HighRisk,MiddleEast,EquityDerivatives,51
HYPO34,MARK,MGT,FinancialServices,EmergingMarkets,SustainabilityInitiatives,ConsumerRetail,52
HYPO34,MARK,FIC,HealthcareSolutions,LowRisk,AsiaPacific,RealEstateInvestments,81
HYPO34,MARK,FIC,EnergyUtilities,LowRisk,GlobalExports,ConsumerRetail,81
HYPO34,MARK,CTY,IndustrialGoods,EmergingMarkets,R&DInvestments,PrivateEquity,87
HYPO34,MARK,EQD,MediaEntertainment,MarketLeader,GlobalExports,RealEstateInvestments,71
HYPO34,MARK,MGT,HealthcareSolutions,LegacyProducts,MiddleEast,PrivateEquity,48
HYPO34,MARK,FIC,Infrastructure,MarketLeader,AsiaPacific,CommoditiesTrading,86
HYPO34,MARK,FIC,IndustrialGoods,LowRisk,R&DInvestments,VentureCapital,59
HYPO34,MARK,EQD,EnergyUtilities,InnovationDriven,R&DInvestments,AIandRobotics,11
HYPO34,MARK,CTY,IndustrialGoods,EmergingMarkets,DigitalTransformation,RealEstateInvestments,26
HYPO34,MARK,FIC,MediaEntertainment,LowRisk,DigitalTransformation,ConsumerRetail,67
HYPO34,MARK,FIC,EnergyUtilities,StableEarnings,DigitalTransformation,EquityDerivatives,83
HYPO34,MARK,MGT,HealthcareSolutions,StableEarnings,Europe,VentureCapital,53
HYPO34,MARK,EQD,MediaEntertainment,HighGrowth,MiddleEast,PrivateEquity,2
HYPO34,MARK,FIC,IndustrialGoods,LowRisk,NorthAmerica,RealEstateInvestments,65
HYPO34,MARK,EQD,MediaEntertainment,NicheProducts,R&DInvestments,VentureCapital,21
HYPO34,MARK,MGT,Infrastructure,HighGrowth,R&DInvestments,CommoditiesTrading,1
HYPO34,MARK,MGT,IndustrialGoods,HighRisk,MiddleEast,ConsumerRetail,88
HYPO34,MARK,EQD,HealthcareSolutions,HighRisk,AsiaPacific,AIandRobotics,14
HYPO34,MARK,FIC,Pharmaceuticals,EmergingMarkets,Europe,ConsumerRetail,71
HYPO34,MARK,MGT,MediaEntertainment,InnovationDriven,DigitalTransformation,PrivateEquity,87
HYPO34,MARK,EQD,Pharmaceuticals,StableEarnings,AsiaPacific,AIandRobotics,66
HYPO34,MARK,MGT,ConsumerTech,InnovationDriven,GlobalExports,ConsumerRetail,43
HYPO34,MARK,FIC,IndustrialGoods,StableEarnings,LatinAmerica,PrivateEquity,25
HYPO34,MARK,EQD,Automotive,EmergingMarkets,MiddleEast,Biotechnology,11
HYPO34,MARK,EQD,Infrastructure,LegacyProducts,Europe,RealEstateInvestments,52
HYPO34,MARK,CTY,Infrastructure,HighRisk,MiddleEast,CommoditiesTrading,44
HYPO34,MARK,MGT,Automotive,HighRisk,LatinAmerica,VentureCapital,36
HYPO34,MARK,MGT,EnergyUtilities,MarketLeader,SustainabilityInitiatives,VentureCapital,70
HYPO34,MARK,CTY,FinancialServices,StableEarnings,NorthAmerica,RealEstateInvestments,11
HYPO34,MARK,EQD,IndustrialGoods,LowRisk,Europe,Biotechnology,79
HYPO34,MARK,FIC,Telecommunications,CashCow,LatinAmerica,AIandRobotics,13
HYPO34,MARK,FIC,Infrastructure,LegacyProducts,R&DInvestments,VentureCapital,7
HYPO34,MARK,CTY,Telecommunications,LowRisk,GlobalExports,EquityDerivatives,37
HYPO34,MARK,FIC,Infrastructure,LegacyProducts,R&DInvestments,PrivateEquity,75
